x_um,y_um,intensity_au
-3.5,0.5,0.07005022768064645
-3.25,0.5,0.09927259467658607
-3.0,0.5,0.13709856591055702
-2.75,0.5,0.18451010997171668
-2.5,0.5,0.24198650122147908
-2.25,0.5,0.30927572229556893
-2.0,0.5,0.38519818866222355
-1.75,0.5,0.46752663702056463
-1.5,0.5,0.55298353411371
-1.25,0.5,0.6373848798264752
-1.0,0.5,0.7159373680371416
-0.75,0.5,0.7836678346737647
-0.5,0.5,0.8359354239414012
-0.25,0.5,0.868954735114997
0.0,0.5,0.8802485040505603
0.25,0.5,0.868954735114997
0.5,0.5,0.8359354239414012
0.75,0.5,0.7836678346737647
1.0,0.5,0.7159373680371416
1.25,0.5,0.6373848798264752
1.5,0.5,0.55298353411371
1.75,0.5,0.46752663702056463
2.0,0.5,0.38519818866222355
2.25,0.5,0.30927572229556893
2.5,0.5,0.24198650122147908
2.75,0.5,0.18451010997171668
3.0,0.5,0.13709856591055702
3.25,0.5,0.09927259467658607
3.5,0.5,0.07005022768064645
3.75,0.5,0.04816964505200539
4.0,0.5,0.03227907329340895
4.25,0.5,0.0210791156555819
4.5,0.5,0.01341428201052693
4.75,0.5,0.00831890557616908
5.0,0.5,0.00502746058310136
-5.0,0.75,0.004286524337653382
-4.75,0.75,0.007092883300716324
-4.5,0.75,0.011437314198652232
-4.25,0.75,0.017972521271986373
-4.0,0.75,0.027521853425201685
-3.75,0.75,0.0410705071553582
-3.5,0.75,0.05972637693481792
-3.25,0.75,0.08464201481231307
-3.0,0.75,0.11689327638058783
-2.75,0.75,0.15731740982620832
-2.5,0.75,0.2063230550938655
-2.25,0.75,0.2636953365922702
-2.0,0.75,0.3284285144016075
-1.75,0.75,0.3986235744594565
-1.5,0.75,0.47148601925740957
-1.25,0.75,0.5434484775498787
-1.0,0.75,0.6104240702835241
-0.75,0.75,0.6681725675297037
-0.5,0.75,0.7127370727630761
-0.25,0.75,0.7408900694138933
0.0,0.75,0.7505193871590883
0.25,0.75,0.7408900694138933
0.5,0.75,0.7127370727630761
0.75,0.75,0.6681725675297037
1.0,0.75,0.6104240702835241
1.25,0.75,0.5434484775498787
1.5,0.75,0.47148601925740957
1.75,0.75,0.3986235744594565
2.0,0.75,0.3284285144016075
2.25,0.75,0.2636953365922702
2.5,0.75,0.2063230550938655
2.75,0.75,0.15731740982620832
3.0,0.75,0.11689327638058783
3.25,0.75,0.08464201481231307
3.5,0.75,0.05972637693481792
3.75,0.75,0.0410705071553582
4.0,0.75,0.027521853425201685
4.25,0.75,0.017972521271986373
4.5,0.75,0.011437314198652232
4.75,0.75,0.007092883300716324
5.0,0.75,0.004286524337653382
-5.0,1.0,0.0034289769149193545
-4.75,1.0,0.005673905286091938
-4.5,1.0,0.009149204172564561
-4.25,1.0,0.014377000033149382
-4.0,1.0,0.02201592540180789
-3.75,1.0,0.0328540817283332
-3.5,1.0,0.04777772189983149
-3.25,1.0,0.06770882233753292
-3.0,1.0,0.09350800663778605
-2.75,1.0,0.12584502597372077
-2.5,1.0,0.16504676917798658
-2.25,1.0,0.21094134793639896
-2.0,1.0,0.2627242272234211
-1.75,1.0,0.31887630324581206
-1.5,1.0,0.37716213612493715
-1.25,1.0,0.43472803072587834
-1.0,1.0,0.4883047150641351
-0.75,1.0,0.5345002451324041
-0.5,1.0,0.5701493276134549
-0.25,1.0,0.5926701318821884
0.0,1.0,0.6003730411984044
0.25,1.0,0.5926701318821884
0.5,1.0,0.5701493276134549
0.75,1.0,0.5345002451324041
1.0,1.0,0.4883047150641351
1.25,1.0,0.43472803072587834
1.5,1.0,0.37716213612493715
1.75,1.0,0.31887630324581206
2.0,1.0,0.2627242272234211
2.25,1.0,0.21094134793639896
2.5,1.0,0.16504676917798658
2.75,1.0,0.12584502597372077
3.0,1.0,0.09350800663778605
3.25,1.0,0.06770882233753292
3.5,1.0,0.04777772189983149
3.75,1.0,0.0328540817283332
4.0,1.0,0.02201592540180789
4.25,1.0,0.014377000033149382
4.5,1.0,0.009149204172564561
4.75,1.0,0.005673905286091938
5.0,1.0,0.0034289769149193545
-5.0,1.25,0.0025735136527679364
-4.75,1.25,0.0042583759181164344
-4.5,1.25,0.0068666551085865305
-4.25,1.25,0.01079021725406547
-4.0,1.25,0.016523378840305063
-3.75,1.25,0.024657625284423234
-3.5,1.25,0.035858106560118876
-3.25,1.25,0.05081678384602879
-3.0,1.25,0.07017957183625914
-2.75,1.25,0.09444913177081646
-2.5,1.25,0.12387080005605
-2.25,1.25,0.15831557117973816
-2.0,1.25,0.19717962600756705
-1.75,1.25,0.23932284769160247
-1.5,1.25,0.2830674952641004
-1.25,1.25,0.32627181520126347
-1.0,1.25,0.36648215549682794
-0.75,1.25,0.4011527964131544
-0.5,1.25,0.42790812394961647
-0.25,1.25,0.4448104241677161
0.0,1.25,0.45059160694706457
0.25,1.25,0.4448104241677161
0.5,1.25,0.42790812394961647
0.75,1.25,0.4011527964131544
1.0,1.25,0.36648215549682794
1.25,1.25,0.32627181520126347
1.5,1.25,0.2830674952641004
1.75,1.25,0.23932284769160247
2.0,1.25,0.19717962600756705
2.25,1.25,0.15831557117973816
2.5,1.25,0.12387080005605
2.75,1.25,0.09444913177081646
3.0,1.25,0.07017957183625914
3.25,1.25,0.05081678384602879
3.5,1.25,0.035858106560118876
3.75,1.25,0.024657625284423234
4.0,1.25,0.016523378840305063
4.25,1.25,0.01079021725406547
4.5,1.25,0.0068666551085865305
4.75,1.25,0.0042583759181164344
5.0,1.25,0.0025735136527679364
-5.0,1.5,0.0018121370494415974
-4.75,1.5,0.0029985311184842277
-4.5,1.5,0.004835148286321965
-4.25,1.5,0.007597920623652203
-4.0,1.5,0.011634920586596237
-3.75,1.5,0.01736264203653731
-3.5,1.5,0.02524944965826289
-3.25,1.5,0.03578258721954328
-3.0,1.5,0.04941687490239289
-2.75,1.5,0.06650626111324605
-2.5,1.5,0.08722349923580605
-2.25,1.5,0.11147775016843169
-2.0,1.5,0.13884383527518476
-1.75,1.5,0.16851894242463872
-1.5,1.5,0.19932169200229455
-1.25,1.5,0.2297439704191409
-1.0,1.5,0.25805804108353203
-0.75,1.5,0.28247133800340135
-0.5,1.5,0.3013110749702601
-0.25,1.5,0.3132128126638061
0.0,1.5,0.3172836267015646
0.25,1.5,0.3132128126638061
0.5,1.5,0.3013110749702601
0.75,1.5,0.28247133800340135
1.0,1.5,0.25805804108353203
1.25,1.5,0.2297439704191409
1.5,1.5,0.19932169200229455
1.75,1.5,0.16851894242463872
2.0,1.5,0.13884383527518476
2.25,1.5,0.11147775016843169
2.5,1.5,0.08722349923580605
2.75,1.5,0.06650626111324605
3.0,1.5,0.04941687490239289
3.25,1.5,0.03578258721954328
3.5,1.5,0.02524944965826289
3.75,1.5,0.01736264203653731
4.0,1.5,0.011634920586596237
4.25,1.5,0.007597920623652203
4.5,1.5,0.004835148286321965
4.75,1.5,0.0029985311184842277
5.0,1.5,0.0018121370494415974
-5.0,1.75,0.0011971766856996714
-4.75,1.75,0.001980960296297926
-4.5,1.75,0.003194309614755179
-4.25,1.75,0.005019517388729531
-4.0,1.75,0.0076865354474885544
-3.75,1.75,0.011470517781586495
-3.5,1.75,0.01668088650741647
-3.25,1.75,0.02363953608611037
-3.0,1.75,0.03264694054542515
-2.75,1.75,0.04393693362340742
-2.5,1.75,0.05762364373181779
-2.25,1.75,0.07364705860245155
-2.0,1.75,0.09172628670430691
-1.75,1.75,0.11133095536659886
-1.5,1.75,0.13168059374586952
-1.25,1.75,0.151778876300015
-1.0,1.75,0.17048438496289856
-0.75,1.75,0.1866128725419905
-0.5,1.75,0.19905922358833528
-0.25,1.75,0.2069220300413112
0.0,1.75,0.2096113871510978
0.25,1.75,0.2069220300413112
0.5,1.75,0.19905922358833528
0.75,1.75,0.1866128725419905
1.0,1.75,0.17048438496289856
1.25,1.75,0.151778876300015
1.5,1.75,0.13168059374586952
1.75,1.75,0.11133095536659886
2.0,1.75,0.09172628670430691
2.25,1.75,0.07364705860245155
2.5,1.75,0.05762364373181779
2.75,1.75,0.04393693362340742
3.0,1.75,0.03264694054542515
3.25,1.75,0.02363953608611037
3.5,1.75,0.01668088650741647
3.75,1.75,0.011470517781586495
4.0,1.75,0.0076865354474885544
4.25,1.75,0.005019517388729531
4.5,1.75,0.003194309614755179
4.75,1.75,0.001980960296297926
5.0,1.75,0.0011971766856996714
-5.0,2.0,0.0007420413543467795
-4.75,2.0,0.0012278508917946548
-4.5,2.0,0.001979916466006504
-4.25,2.0,0.0031112278795533297
-4.0,2.0,0.004764315277619595
-3.75,2.0,0.007109726284665148
-3.5,2.0,0.010339248803892438
-3.25,2.0,0.014652401423282843
-3.0,2.0,0.020235425787170178
-2.75,2.0,0.02723325814911226
-2.5,2.0,0.035716638277301954
-2.25,2.0,0.04564836900167405
-2.0,2.0,0.05685434642045799
-1.75,2.0,0.0690058317103548
-1.5,2.0,0.08161906867344854
-1.25,2.0,0.09407650873611256
-1.0,2.0,0.10567067119162296
-0.75,2.0,0.11566752872294053
-0.5,2.0,0.12338210193291535
-0.25,2.0,0.12825567458014991
0.0,2.0,0.12992260830505947
0.25,2.0,0.12825567458014991
0.5,2.0,0.12338210193291535
0.75,2.0,0.11566752872294053
1.0,2.0,0.10567067119162296
1.25,2.0,0.09407650873611256
1.5,2.0,0.08161906867344854
1.75,2.0,0.0690058317103548
2.0,2.0,0.05685434642045799
2.25,2.0,0.04564836900167405
2.5,2.0,0.035716638277301954
2.75,2.0,0.02723325814911226
3.0,2.0,0.020235425787170178
3.25,2.0,0.014652401423282843
3.5,2.0,0.010339248803892438
3.75,2.0,0.007109726284665148
4.0,2.0,0.004764315277619595
4.25,2.0,0.0031112278795533297
4.5,2.0,0.001979916466006504
4.75,2.0,0.0012278508917946548
5.0,2.0,0.0007420413543467795
-5.0,2.25,0.0004315196889213149
-4.75,2.25,0.0007140327581006712
-4.5,2.25,0.001151381836735261
-4.25,2.25,0.0018092739425958674
-4.0,2.25,0.00277059470402601
-3.75,2.25,0.004134522768444833
-3.5,2.25,0.006012588653449499
-3.25,2.25,0.00852081850571687
-3.0,2.25,0.011767517524083039
-2.75,2.25,0.01583697056232644
-2.5,2.25,0.02077031495408241
-2.25,2.25,0.026545919409987784
-2.0,2.25,0.03306253719885713
-1.75,2.25,0.040128996664373265
-1.5,2.25,0.047463978816946695
-1.25,2.25,0.054708360318202635
-1.0,2.25,0.06145071955033638
-0.75,2.25,0.06726419723164748
-0.5,2.25,0.07175045694241464
-0.25,2.25,0.07458458814056249
0.0,2.25,0.07555396096353491
0.25,2.25,0.07458458814056249
0.5,2.25,0.07175045694241464
0.75,2.25,0.06726419723164748
1.0,2.25,0.06145071955033638
1.25,2.25,0.054708360318202635
1.5,2.25,0.047463978816946695
1.75,2.25,0.040128996664373265
2.0,2.25,0.03306253719885713
2.25,2.25,0.026545919409987784
2.5,2.25,0.02077031495408241
2.75,2.25,0.01583697056232644
3.0,2.25,0.011767517524083039
3.25,2.25,0.00852081850571687
3.5,2.25,0.006012588653449499
3.75,2.25,0.004134522768444833
4.0,2.25,0.00277059470402601
4.25,2.25,0.0018092739425958674
4.5,2.25,0.001151381836735261
4.75,2.25,0.0007140327581006712
5.0,2.25,0.0004315196889213149
-5.0,2.5,0.000235437572069687
-4.75,2.5,0.00038957698399735835
-4.5,2.5,0.0006281950769006885
-4.25,2.5,0.0009871416651196989
-4.0,2.5,0.0015116392300328163
-3.75,2.5,0.002255799740453998
-3.5,2.5,0.0032804743578688056
-3.25,2.5,0.004648967063466346
-3.0,2.5,0.006420369281603713
-2.75,2.5,0.008640666912450279
-2.5,2.5,0.011332304526210278
-2.25,2.5,0.014483480069862421
-2.0,2.5,0.01803895322603003
-1.75,2.5,0.021894420548619196
-1.5,2.5,0.025896394116715807
-1.25,2.5,0.029848935879215215
-1.0,2.5,0.03352757379166667
-0.75,2.5,0.036699413004821956
-0.5,2.5,0.0391471207713375
-0.25,2.5,0.04069342557584563
0.0,2.5,0.04122231635355608
0.25,2.5,0.04069342557584563
0.5,2.5,0.0391471207713375
0.75,2.5,0.036699413004821956
1.0,2.5,0.03352757379166667
1.25,2.5,0.029848935879215215
1.5,2.5,0.025896394116715807
1.75,2.5,0.021894420548619196
2.0,2.5,0.01803895322603003
2.25,2.5,0.014483480069862421
2.5,2.5,0.011332304526210278
2.75,2.5,0.008640666912450279
3.0,2.5,0.006420369281603713
3.25,2.5,0.004648967063466346
3.5,2.5,0.0032804743578688056
3.75,2.5,0.002255799740453998
4.0,2.5,0.0015116392300328163
4.25,2.5,0.0009871416651196989
4.5,2.5,0.0006281950769006885
4.75,2.5,0.00038957698399735835
5.0,2.5,0.000235437572069687
-5.0,2.75,0.00012051845978315014
-4.75,2.75,0.00019942109352210575
-4.5,2.75,0.00032156763445139277
-4.25,2.75,0.0005053092929143306
-4.0,2.75,0.0007737950665640511
-3.75,2.75,0.0011547244048977724
-3.5,2.75,0.0016792464919381913
-3.25,2.75,0.002379766088930444
-3.0,2.75,0.0032865315856591536
-2.75,2.75,0.004423082767263263
-2.5,2.75,0.005800908815387529
-2.25,2.75,0.007413968361018919
-2.0,2.75,0.009233984362775957
-1.75,2.75,0.01120756478742109
-1.5,2.75,0.013256140493838595
-1.25,2.75,0.015279412485889253
-1.0,2.75,0.01716247546267414
-0.75,2.75,0.018786112562262175
-0.5,2.75,0.020039073028284955
-0.25,2.75,0.020830613103033285
0.0,2.75,0.021101347724371926
0.25,2.75,0.020830613103033285
0.5,2.75,0.020039073028284955
0.75,2.75,0.018786112562262175
1.0,2.75,0.01716247546267414
1.25,2.75,0.015279412485889253
1.5,2.75,0.013256140493838595
1.75,2.75,0.01120756478742109
2.0,2.75,0.009233984362775957
2.25,2.75,0.007413968361018919
2.5,2.75,0.005800908815387529
2.75,2.75,0.004423082767263263
3.0,2.75,0.0032865315856591536
3.25,2.75,0.002379766088930444
3.5,2.75,0.0016792464919381913
3.75,2.75,0.0011547244048977724
4.0,2.75,0.0007737950665640511
4.25,2.75,0.0005053092929143306
4.5,2.75,0.00032156763445139277
4.75,2.75,0.00019942109352210575
5.0,2.75,0.00012051845978315014
-5.0,3.0,5.788073307271374e-05
-4.75,3.0,9.577486390043876e-05
-4.5,3.0,0.00015443750648651532
-4.25,3.0,0.00024268209496671025
-4.0,3.0,0.0003716262702109183
-3.75,3.0,0.0005545730933891401
-3.5,3.0,0.0008064824105622587
-3.25,3.0,0.001142917076908554
-3.0,3.0,0.001578404319030107
-2.75,3.0,0.002124249459137865
-2.5,3.0,0.002785970342856484
-2.25,3.0,0.003560665515356001
-2.0,3.0,0.0044347545186117065
-1.75,3.0,0.005382595056583713
-1.5,3.0,0.0063664531630990735
-1.25,3.0,0.007338158794884409
-1.0,3.0,0.008242527019590473
-0.75,3.0,0.009022302215334793
-0.5,3.0,0.009624054597625591
-0.25,3.0,0.010004203164619387
0.0,3.0,0.010134227381485745
0.25,3.0,0.010004203164619387
0.5,3.0,0.009624054597625591
0.75,3.0,0.009022302215334793
1.0,3.0,0.008242527019590473
1.25,3.0,0.007338158794884409
1.5,3.0,0.0063664531630990735
1.75,3.0,0.005382595056583713
2.0,3.0,0.0044347545186117065
2.25,3.0,0.003560665515356001
2.5,3.0,0.002785970342856484
2.75,3.0,0.002124249459137865
3.0,3.0,0.001578404319030107
3.25,3.0,0.001142917076908554
3.5,3.0,0.0008064824105622587
3.75,3.0,0.0005545730933891401
4.0,3.0,0.0003716262702109183
4.25,3.0,0.00024268209496671025
4.5,3.0,0.00015443750648651532
4.75,3.0,9.577486390043876e-05
5.0,3.0,5.788073307271374e-05
-5.0,3.25,2.608057252650819e-05
-4.75,3.25,4.315534983003495e-05
-4.5,3.25,6.95882442206564e-05
-4.25,3.25,0.00010935051514833011
-4.0,3.25,0.00016745167827808156
-3.75,3.25,0.00024988598131981695
-3.5,3.25,0.00036339420534978986
-3.25,3.25,0.0005149888422914663
-3.0,3.25,0.0007112157385239619
-2.75,3.25,0.0009571689773493616
-2.5,3.25,0.0012553348536945654
-2.25,3.25,0.0016044059963652556
-2.0,3.25,0.0019982631649570013
-1.75,3.25,0.0024253521560913768
-1.5,3.25,0.002868670361314029
-1.25,3.25,0.003306512763419695
-1.0,3.25,0.0037140134950618634
-0.75,3.25,0.004065373653569758
-0.5,3.25,0.0043365182264903926
-0.25,3.25,0.004507809980170751
0.0,3.25,0.004566397800990596
0.25,3.25,0.004507809980170751
0.5,3.25,0.0043365182264903926
0.75,3.25,0.004065373653569758
1.0,3.25,0.0037140134950618634
1.25,3.25,0.003306512763419695
1.5,3.25,0.002868670361314029
1.75,3.25,0.0024253521560913768
2.0,3.25,0.0019982631649570013
2.25,3.25,0.0016044059963652556
2.5,3.25,0.0012553348536945654
2.75,3.25,0.0009571689773493616
3.0,3.25,0.0007112157385239619
3.25,3.25,0.0005149888422914663
3.5,3.25,0.00036339420534978986
3.75,3.25,0.00024988598131981695
4.0,3.25,0.00016745167827808156
4.25,3.25,0.00010935051514833011
4.5,3.25,6.95882442206564e-05
4.75,3.25,4.315534983003495e-05
5.0,3.25,2.608057252650819e-05
-5.0,3.5,1.1025616098987811e-05
-4.75,3.5,1.8244013599006283e-05
-4.5,3.5,2.9418574496389326e-05
-4.25,3.5,4.622815695578055e-05
-4.0,3.5,7.079054410898435e-05
-3.75,3.5,0.00010563981660106657
-3.5,3.5,0.0001536256536052338
-3.25,3.5,0.0002177126006185918
-3.0,3.5,0.00030066792776704387
-2.75,3.5,0.0004046451693262645
-2.5,3.5,0.0005306954116305363
-2.25,3.5,0.0006782659607973612
-2.0,3.5,0.0008447698952609627
-1.75,3.5,0.001025322651591964
-1.5,3.5,0.0012127363418209364
-1.25,3.5,0.0013978351249312037
-1.0,3.5,0.0015701069039566293
-0.75,3.5,0.0017186451393136207
-0.5,3.5,0.0018332720695816726
-0.25,3.5,0.001905686013527207
0.0,3.5,0.0019304541362277093
0.25,3.5,0.001905686013527207
0.5,3.5,0.0018332720695816726
0.75,3.5,0.0017186451393136207
1.0,3.5,0.0015701069039566293
1.25,3.5,0.0013978351249312037
1.5,3.5,0.0012127363418209364
1.75,3.5,0.001025322651591964
2.0,3.5,0.0008447698952609627
2.25,3.5,0.0006782659607973612
2.5,3.5,0.0005306954116305363
2.75,3.5,0.0004046451693262645
3.0,3.5,0.00030066792776704387
3.25,3.5,0.0002177126006185918
3.5,3.5,0.0001536256536052338
3.75,3.5,0.00010563981660106657
4.0,3.5,7.079054410898435e-05
4.25,3.5,4.622815695578055e-05
4.5,3.5,2.9418574496389326e-05
4.75,3.5,1.8244013599006283e-05
5.0,3.5,1.1025616098987811e-05
-5.0,3.75,4.373118647116596e-06
-4.75,3.75,7.236170328421602e-06
-4.5,3.75,1.1668365336387821e-05
-4.25,3.75,1.833559352966369e-05
-4.0,3.75,2.807783671253976e-05
-3.75,3.75,4.1900193849349836e-05
-3.5,3.75,6.09329405653983e-05
-3.25,3.75,8.635191221330629e-05
-3.0,3.75,0.00011925469830467535
-2.75,3.75,0.00016049546071251217
-2.5,3.75,0.00021049109452974467
-2.25,3.75,0.0002690223833514116
-2.0,3.75,0.00033506326978204845
-1.75,3.75,0.00040667637678764126
-1.5,3.75,0.00048101075376096015
-1.25,3.75,0.0005544269631329163
-1.0,3.75,0.0006227555646790195
-0.75,3.75,0.0006816706693786186
-0.5,3.75,0.0007271354453799316
-0.25,3.75,0.0007558571753709246
0.0,3.75,0.0007656810199763595
0.25,3.75,0.0007558571753709246
0.5,3.75,0.0007271354453799316
0.75,3.75,0.0006816706693786186
1.0,3.75,0.0006227555646790195
1.25,3.75,0.0005544269631329163
1.5,3.75,0.00048101075376096015
1.75,3.75,0.00040667637678764126
2.0,3.75,0.00033506326978204845
2.25,3.75,0.0002690223833514116
2.5,3.75,0.00021049109452974467
2.75,3.75,0.00016049546071251217
3.0,3.75,0.00011925469830467535
3.25,3.75,8.635191221330629e-05
3.5,3.75,6.09329405653983e-05
3.75,3.75,4.1900193849349836e-05
4.0,3.75,2.807783671253976e-05
4.25,3.75,1.833559352966369e-05
4.5,3.75,1.1668365336387821e-05
4.75,3.75,7.236170328421602e-06
5.0,3.75,4.373118647116596e-06
-5.0,4.0,1.6273549970934927e-06
-4.75,4.0,2.692773485928837e-06
-4.5,4.0,4.34211238485452e-06
-4.25,4.0,6.823167209251747e-06
-4.0,4.0,1.0448517767029716e-05
-3.75,4.0,1.5592188399663948e-05
-3.5,4.0,2.2674785048899206e-05
-3.25,4.0,3.213386765565062e-05
-3.0,4.0,4.4377878780158335e-05
-2.75,4.0,5.972467501505805e-05
-2.5,4.0,7.83293942304799e-05
-2.25,4.0,0.00010011046010964735
-2.0,4.0,0.00012468604911550294
-1.75,4.0,0.00015133521117740635
-1.5,4.0,0.00017899703094146008
-1.25,4.0,0.00020631717586089662
-1.0,4.0,0.00023174408515451396
-0.75,4.0,0.0002536679792387498
-0.5,4.0,0.0002705866444723707
-0.25,4.0,0.0002812747722360278
0.0,4.0,0.00028493048887656886
0.25,4.0,0.0002812747722360278
0.5,4.0,0.0002705866444723707
0.75,4.0,0.0002536679792387498
1.0,4.0,0.00023174408515451396
1.25,4.0,0.00020631717586089662
1.5,4.0,0.00017899703094146008
1.75,4.0,0.00015133521117740635
2.0,4.0,0.00012468604911550294
2.25,4.0,0.00010011046010964735
2.5,4.0,7.83293942304799e-05
2.75,4.0,5.972467501505805e-05
3.0,4.0,4.4377878780158335e-05
3.25,4.0,3.213386765565062e-05
3.5,4.0,2.2674785048899206e-05
3.75,4.0,1.5592188399663948e-05
4.0,4.0,1.0448517767029716e-05
4.25,4.0,6.823167209251747e-06
4.5,4.0,4.34211238485452e-06
4.75,4.0,2.692773485928837e-06
5.0,4.0,1.6273549970934927e-06
